source,category,activity,confidence,last_updated,name,intention,first_seen,metadata,tor,rdns_parent,link,org,os,asn,rdns
,activity,,low,2019-02-25T07:18:08Z,SMB_SCANNER_LOW,,2019-02-25T07:18:08Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-02-22T06:01:56Z,LOOKS_LIKE_ETERNALBLUE,malicious,2019-02-18T05:55:31Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-02-19T03:19:11Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-02-18T05:55:55Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-02-19T03:18:57Z,ETERNAL_MS17_010,malicious,2019-02-18T05:55:41Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2019-02-18T05:55:45Z,SMB_SCANNER_LOW,,2019-02-18T05:55:31Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-02-12T01:57:48Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-02-11T07:16:37Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-02-12T01:57:37Z,LOOKS_LIKE_ETERNALBLUE,malicious,2019-02-11T07:16:13Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-02-12T01:57:34Z,ETERNAL_MS17_010,malicious,2019-02-11T07:16:24Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2019-02-11T07:16:27Z,SMB_SCANNER_LOW,,2019-02-11T07:16:13Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-02-08T04:41:19Z,LOOKS_LIKE_ETERNALBLUE,malicious,2019-02-08T01:58:22Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-02-08T01:58:46Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-02-08T01:58:46Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2019-02-08T01:58:36Z,SMB_SCANNER_LOW,,2019-02-08T01:58:22Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-02-08T01:58:33Z,ETERNAL_MS17_010,malicious,2019-02-08T01:58:33Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-01-30T08:20:18Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-01-25T07:07:02Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-01-30T08:20:08Z,LOOKS_LIKE_ETERNALBLUE,malicious,2019-01-22T03:23:00Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-01-30T08:20:05Z,ETERNAL_MS17_010,malicious,2019-01-25T07:06:49Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2019-01-28T03:36:11Z,SMB_SCANNER_LOW,,2019-01-22T03:23:00Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-01-22T03:23:24Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-01-22T03:23:24Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-01-22T03:23:10Z,ETERNAL_MS17_010,malicious,2019-01-22T03:23:10Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-01-17T07:18:10Z,LOOKS_LIKE_ETERNALBLUE,malicious,2019-01-17T04:12:57Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-01-17T04:13:21Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-01-17T04:13:21Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2019-01-17T04:13:11Z,SMB_SCANNER_LOW,,2019-01-14T11:32:38Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-01-17T04:13:07Z,ETERNAL_MS17_010,malicious,2019-01-17T04:13:07Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-01-11T03:07:22Z,LOOKS_LIKE_ETERNALBLUE,malicious,2019-01-07T06:58:32Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-01-10T09:31:06Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-01-07T07:00:31Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-01-10T09:30:52Z,ETERNAL_MS17_010,malicious,2019-01-07T07:00:18Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2019-01-07T07:37:26Z,SMB_SCANNER_LOW,,2019-01-07T06:58:32Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-01-03T08:49:25Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-01-02T03:33:47Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-01-03T08:49:14Z,LOOKS_LIKE_ETERNALBLUE,malicious,2019-01-02T01:43:18Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-01-03T08:49:11Z,ETERNAL_MS17_010,malicious,2019-01-02T03:33:34Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2019-01-02T01:43:18Z,SMB_SCANNER_LOW,,2019-01-02T01:43:18Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2018-12-28T02:11:16Z,LOOKS_LIKE_ETERNALBLUE,malicious,2018-12-26T09:57:53Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2018-12-27T09:02:07Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2018-12-26T09:58:17Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2018-12-27T09:01:57Z,SMB_SCANNER_LOW,,2018-12-26T09:57:53Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2018-12-27T09:01:53Z,ETERNAL_MS17_010,malicious,2018-12-26T09:58:04Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2018-12-21T02:22:15Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2018-12-21T02:22:15Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2018-12-21T02:22:05Z,LOOKS_LIKE_ETERNALBLUE,malicious,2018-12-20T09:21:31Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2018-12-21T02:22:02Z,ETERNAL_MS17_010,malicious,2018-12-21T02:22:02Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2018-12-20T09:21:31Z,SMB_SCANNER_LOW,,2018-12-20T09:21:31Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2018-12-17T06:47:27Z,SMB_SCANNER_LOW,,2018-12-17T06:47:27Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2018-12-13T07:49:43Z,LOOKS_LIKE_ETERNALBLUE,malicious,2018-12-11T02:50:43Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2018-12-11T06:25:14Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2018-12-11T02:55:13Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2018-12-11T06:25:01Z,ETERNAL_MS17_010,malicious,2018-12-11T02:54:59Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2018-12-11T02:55:03Z,SMB_SCANNER_LOW,,2018-12-11T02:50:43Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2018-12-07T06:30:43Z,LOOKS_LIKE_ETERNALBLUE,malicious,2018-12-04T01:21:20Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2018-12-06T06:12:39Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2018-12-06T06:12:39Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2018-12-06T06:12:25Z,ETERNAL_MS17_010,malicious,2018-12-06T06:12:25Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2018-12-04T09:16:13Z,SMB_SCANNER_LOW,,2018-12-04T01:21:20Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2018-11-28T08:38:03Z,LOOKS_LIKE_ETERNALBLUE,malicious,2018-11-27T07:32:33Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2018-11-27T07:32:33Z,SMB_SCANNER_LOW,,2018-11-27T07:32:33Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2018-11-21T07:29:34Z,SMB_SCANNER_LOW,,2018-11-21T07:29:34Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2018-11-15T08:59:16Z,SMB_SCANNER_LOW,,2018-11-12T05:05:33Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2018-11-08T01:31:13Z,SMB_SCANNER_LOW,,2018-11-08T01:31:13Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2018-11-01T07:15:57Z,SMB_SCANNER_LOW,,2018-11-01T07:15:57Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2018-10-29T05:03:15Z,SMB_SCANNER_LOW,,2018-10-29T05:03:15Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2018-10-22T02:46:55Z,SMB_SCANNER_LOW,,2018-10-22T02:46:55Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2018-10-12T09:08:05Z,SMB_SCANNER_LOW,,2018-10-08T07:36:29Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2018-10-05T03:10:52Z,SMB_SCANNER_LOW,,2018-10-05T03:10:52Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2018-10-02T02:29:10Z,SMB_SCANNER_LOW,,2018-10-02T02:29:10Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2018-09-25T05:58:42Z,SMB_SCANNER_LOW,,2018-09-25T05:58:42Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2018-09-19T05:48:18Z,SMB_SCANNER_LOW,,2018-09-19T05:48:18Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2018-09-10T06:54:44Z,SMB_SCANNER_LOW,,2018-09-04T08:44:22Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2018-08-30T06:33:13Z,SMB_SCANNER_LOW,,2018-08-30T06:33:00Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'', u'org': u'PT TELKOM INDONESIA', u'os': u'', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2019-06-18T04:29:18Z,SMB_SCANNER_LOW,,2019-05-20T08:16:00Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-05-23T02:12:13Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-05-13T01:39:29Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-05-23T02:12:03Z,SMB_SCANNER_HIGH,,2019-04-22T07:39:37Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-05-23T02:12:00Z,ETERNAL_MS17_010,malicious,2019-05-13T01:39:16Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,high,2019-05-23T02:07:44Z,SMB_SCANNER_HIGH,,2019-04-22T07:39:37Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-05-21T00:58:34Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-05-13T01:39:29Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-05-21T00:58:24Z,SMB_SCANNER_HIGH,,2019-04-22T07:39:37Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-05-21T00:58:21Z,ETERNAL_MS17_010,malicious,2019-05-13T01:39:16Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2019-05-20T08:16:09Z,SMB_SCANNER_LOW,,2019-05-20T08:16:00Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-05-15T02:30:34Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-05-13T01:39:29Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-05-15T02:30:24Z,SMB_SCANNER_HIGH,,2019-04-22T07:39:37Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-05-15T02:30:21Z,ETERNAL_MS17_010,malicious,2019-05-13T01:39:16Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-05-15T02:14:03Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-05-13T01:39:29Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-05-15T02:13:53Z,SMB_SCANNER_HIGH,,2019-04-22T07:39:37Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-05-15T02:13:50Z,ETERNAL_MS17_010,malicious,2019-05-13T01:39:16Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-05-13T05:09:33Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-05-13T01:39:29Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-05-13T05:09:23Z,SMB_SCANNER_HIGH,,2019-04-22T07:39:37Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-05-13T05:09:19Z,ETERNAL_MS17_010,malicious,2019-05-13T01:39:16Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-05-13T01:39:29Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-05-13T01:39:29Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2019-05-13T01:39:19Z,SMB_SCANNER_LOW,,2019-05-13T01:39:06Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-05-13T01:39:16Z,ETERNAL_MS17_010,malicious,2019-05-13T01:39:16Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
